timeInterval	queriesProcessed	throughput	sysCost	virtualThroughput
188	677	338	8415	4207
190	727	363	8869	4434
192	701	350	8761	4380
194	179	89	2222	1111
196	691	345	8092	4046
198	655	327	7695	3847
200	759	379	8840	4420
202	655	327	7500	3750
204	242	121	3131	1565
206	767	383	9674	4837
208	701	350	8707	4353
210	766	383	9443	4721
212	715	357	9006	4503
214	711	355	9118	4559
216	669	334	7803	3901
218	738	369	8311	4155
220	666	333	8439	4219
222	849	424	10437	5218
224	748	374	8673	4336
226	642	321	8148	4074
228	720	360	9031	4515
230	612	306	7945	3972
232	716	358	9002	4501
234	220	110	2441	1220
236	613	306	7705	3852
238	780	390	9874	4937
240	666	333	8682	4341
242	638	319	7494	3747
244	803	401	9537	4768
246	690	345	8980	4490
248	747	373	9031	4515
250	673	336	7947	3973
252	650	325	8173	4086
254	323	161	3508	1754
256	761	380	9060	4530
258	631	315	7798	3899
260	616	308	7676	3838
262	623	311	7781	3890
264	241	120	3052	1526
266	715	357	8984	4492
268	704	352	8268	4134
270	610	305	7222	3611
272	675	337	8688	4344
274	707	353	8984	4492
276	758	379	8995	4497
278	743	371	9060	4530
280	644	322	8235	4117
282	771	385	9515	4757
284	705	352	9504	4752
286	636	318	8063	4031
288	673	336	8538	4269
290	717	358	9472	4736
292	731	365	9209	4604
294	275	137	4041	2020
296	760	380	9047	4523
298	676	338	8502	4251
300	752	376	9455	4727
302	703	351	8301	4150
304	670	335	7808	3904
306	815	407	9576	4788
308	694	347	8643	4321
310	663	331	7962	3981
312	685	342	8581	4290
314	596	298	7581	3790
316	737	368	8509	4254
318	677	338	8189	4094
320	665	332	8724	4362
322	809	404	10398	5199
324	757	378	9190	4595
326	686	343	8950	4475
328	699	349	8809	4404
330	828	414	10281	5140
332	698	349	8729	4364
334	661	330	8448	4224
336	797	398	9450	4725
338	777	388	9835	4917
340	726	363	8509	4254
342	674	337	8112	4056
344	856	428	10720	5360
346	722	361	8360	4180
348	780	390	10550	5275
350	638	319	8087	4043
352	713	356	9330	4665
354	827	413	10121	5060
356	704	352	8801	4400
358	555	277	7199	3599
360	789	394	9486	4743
362	847	423	10119	5059
364	647	323	8280	4140
366	614	307	7836	3918
368	724	362	8813	4406
370	753	376	9281	4640
372	653	326	7780	3890
374	666	333	8422	4211
376	603	301	7711	3855
378	718	359	9363	4681
380	633	316	8017	4008
382	755	377	9760	4880
384	207	103	2261	1130
386	673	336	7859	3929
388	652	326	8312	4156
390	593	296	6676	3338
392	794	397	9613	4806
394	776	388	8793	4396
396	708	354	8747	4373
398	741	370	8440	4220
400	739	369	8697	4348
402	697	348	8770	4385
404	681	340	8417	4208
406	729	364	8945	4472
408	744	372	9324	4662
410	669	334	8098	4049
412	716	358	8807	4403
414	226	113	2567	1283
416	706	353	8575	4287
418	691	345	7591	3795
420	789	394	9395	4697
422	681	340	7658	3829
424	244	122	2669	1334
426	762	381	10329	5164
428	712	356	8733	4366
430	718	359	8688	4344
432	691	345	7950	3975
434	807	403	9658	4829
436	738	369	8403	4201
438	694	347	8579	4289
440	714	357	8312	4156
442	781	390	9849	4924
444	575	287	6996	3498
446	620	310	7785	3892
448	644	322	8037	4018
450	680	340	7840	3920
452	654	327	7679	3839
454	710	355	8148	4074
456	750	375	9092	4546
458	714	357	8387	4193
460	700	350	8884	4442
462	726	363	8612	4306
464	185	92	2399	1199
466	720	360	8493	4246
468	730	365	9002	4501
470	672	336	8815	4407
472	634	317	7570	3785
474	661	330	8085	4042
476	730	365	9248	4624
478	666	333	8433	4216
480	691	345	8013	4006
482	726	363	8876	4438
484	670	335	8042	4021
486	745	372	8929	4464
488	638	319	7229	3614
490	685	342	8070	4035
492	723	361	9108	4554
494	279	139	3425	1712
496	767	383	9482	4741
498	722	361	9007	4503
500	686	343	8264	4132
502	698	349	8864	4432
504	679	339	8701	4350
506	667	333	8262	4131
508	698	349	8696	4348
510	752	376	8953	4476
512	658	329	8157	4078
514	749	374	8853	4426
516	787	393	9903	4951
518	567	283	7006	3503
520	711	355	9114	4557
522	704	352	9026	4513
524	667	333	9060	4530
526	671	335	7785	3892
528	647	323	8583	4291
530	678	339	8064	4032
532	708	354	8749	4374
534	600	300	8046	4023
536	780	390	9420	4710
538	756	378	8880	4440
540	739	369	9292	4646
542	671	335	8089	4044
544	715	357	8417	4208
546	599	299	7046	3523
548	750	375	9508	4754
550	695	347	8339	4169
552	684	342	8436	4218
554	596	298	7382	3691
556	674	337	8132	4066
558	661	330	8007	4003
560	599	299	7734	3867
562	720	360	8680	4340
564	93	46	1160	580
566	435	217	5488	2744
568	677	338	7950	3975
570	775	387	9643	4821
572	648	324	8278	4139
574	658	329	8454	4227
576	575	287	7702	3851
578	773	386	9653	4826
580	712	356	8717	4358
582	663	331	8294	4147
584	318	159	3833	1916
586	631	315	7738	3869
588	693	346	8652	4326
590	762	381	9510	4755
592	681	340	8208	4104
594	632	316	7908	3954
596	661	330	7372	3686
598	726	363	8921	4460
600	678	339	8213	4106
602	0	0	0	0
